time,x,E_order,I_order,y,dataset,inv_phi_val
2,0.15495793610954767,1,4,0,10,1/3
3,0.23935657486737005,1,4,0,10,1/3
4,0.3172760019829288,1,4,1,10,1/3
5,0.39487262084453323,1,4,0,10,1/3
6,0.47855586495905955,1,4,0,10,1/3
7,0.5743205885969211,1,4,2,10,1/3
8,0.6874170545196301,1,4,0,10,1/3
9,0.8226151691757195,1,4,0,10,1/3
10,0.9847174848390585,1,4,1,10,1/3
11,1.1790526057576294,1,4,1,10,1/3
12,1.411861883455365,1,4,1,10,1/3
13,1.6905994130205855,1,4,2,10,1/3
14,2.0241968411844624,1,4,1,10,1/3
15,2.423338132780838,1,4,1,10,1/3
16,2.9007736461767344,1,4,4,10,1/3
17,3.471690213024221,1,4,3,10,1/3
18,4.154146889512148,1,4,4,10,1/3
19,4.969583046849845,1,4,15,10,1/3
20,5.94340418769065,1,4,2,10,1/3
21,7.1056494970164366,1,4,5,10,1/3
22,8.491742427090742,1,4,6,10,1/3
23,10.143320638527562,1,4,16,10,1/3
24,12.109133428211798,1,4,11,10,1/3
25,14.445982208679865,1,4,10,10,1/3
26,17.219661177586175,1,4,22,10,1/3
27,20.505829204110952,1,4,33,10,1/3
28,24.39070808409619,1,4,28,10,1/3
29,28.97145459973214,1,4,10,10,1/3
30,34.355992701814586,1,4,18,10,1/3
31,40.66201750072585,1,4,13,10,1/3
32,48.014797474166414,1,4,41,10,1/3
33,56.54331352566368,1,4,31,10,1/3
34,66.37419981537408,1,4,58,10,1/3
35,77.6229202592541,1,4,75,10,1/3
36,90.38167017551035,1,4,29,10,1/3
37,104.70369464176576,1,4,106,10,1/3
38,120.58413404850558,1,4,218,10,1/3
39,137.9382070846309,1,4,69,10,1/3
40,156.57854663473836,1,4,273,10,1/3
41,176.19475006027255,1,4,105,10,1/3
42,196.33948044311387,1,4,96,10,1/3
43,216.4263636572266,1,4,310,10,1/3
44,235.74491625293126,1,4,100,10,1/3
45,253.49624875631002,1,4,147,10,1/3
46,268.8500176054695,1,4,221,10,1/3
47,281.0183342969967,1,4,337,10,1/3
48,289.337155768751,1,4,206,10,1/3
49,293.3417807248352,1,4,95,10,1/3
50,292.8221983556605,1,4,158,10,1/3
51,287.8470919018455,1,4,169,10,1/3
52,278.7517444988507,1,4,366,10,1/3
53,266.09297104537563,1,4,38,10,1/3
54,250.58094769901163,1,4,162,10,1/3
55,233.00141142181656,1,4,212,10,1/3
56,214.14149195009304,1,4,192,10,1/3
57,194.72917602818234,1,4,114,10,1/3
58,175.39167882523452,1,4,130,10,1/3
59,156.6334290345667,1,4,64,10,1/3
60,138.8310350420361,1,4,56,10,1/3
61,122.24085029714206,1,4,108,10,1/3
62,107.01440275440109,1,4,45,10,1/3
63,93.21753153319605,1,4,139,10,1/3
64,80.85009523269218,1,4,190,10,1/3
65,69.864207201731,1,4,88,10,1/3
66,60.179893672309845,1,4,16,10,1/3
67,51.697772160472596,1,4,60,10,1/3
68,44.308807264871575,1,4,27,10,1/3
69,37.9014600852297,1,4,34,10,1/3
70,32.36666074263121,1,4,55,10,1/3
71,27.601052283014724,1,4,18,10,1/3
72,23.508919244773097,1,4,26,10,1/3
73,20.003154001905386,1,4,5,10,1/3
74,17.0055468519613,1,4,27,10,1/3
75,14.446622029398895,1,4,10,10,1/3
76,12.26518635348475,1,4,4,10,1/3
77,10.40771169450909,1,4,17,10,1/3
78,8.82763661916124,1,4,10,10,1/3
79,7.484645305030426,1,4,0,10,1/3
80,6.343961624875192,1,4,11,10,1/3
81,5.375681728213749,1,4,6,10,1/3
82,4.554158186432687,1,4,5,10,1/3
83,3.8574417329418793,1,4,3,10,1/3
84,3.2667819565394893,1,4,3,10,1/3
85,2.7661853273993984,1,4,4,10,1/3
86,2.342027148487432,1,4,2,10,1/3
87,1.9827130600069722,1,4,0,10,1/3
88,1.6783853117285616,1,4,2,10,1/3
89,1.4206689656639355,1,4,0,10,1/3
90,1.2024533641288144,1,4,2,10,1/3
91,1.0177045024911422,1,4,2,10,1/3
92,0.8613043181821922,1,4,3,10,1/3
93,0.7289133058229709,1,4,2,10,1/3
94,0.6168532655647141,1,4,0,10,1/3
95,0.5220073713117017,1,4,3,10,1/3
96,0.4417350981029813,1,4,1,10,1/3
97,0.37379986883297533,1,4,1,10,1/3
98,0.31630756827871664,1,4,0,10,1/3
99,0.26765432766569575,1,4,0,10,1/3
100,0.2264822073348114,1,4,0,10,1/3
1,0.05314371792033956,1,1,0,11,1/3
2,0.13300036435750617,1,1,0,11,1/3
3,0.1902348917646315,1,1,0,11,1/3
4,0.23866830620794222,1,1,0,11,1/3
5,0.28571979053824514,1,1,0,11,1/3
6,0.33563246004711655,1,1,0,11,1/3
7,0.3911173464503199,1,1,1,11,1/3
8,0.4541979297485894,1,1,1,11,1/3
9,0.5266516326032002,1,1,0,11,1/3
10,0.6102493065318138,1,1,0,11,1/3
11,0.706894828893061,1,1,0,11,1/3
12,0.8187168783853185,1,1,1,11,1/3
13,0.9481396527537322,1,1,0,11,1/3
14,1.0979465245896396,1,1,2,11,1/3
15,1.2713442147429141,1,1,0,11,1/3
16,1.4720318644781116,1,1,0,11,1/3
17,1.7042778181947753,1,1,4,11,1/3
18,1.9730061806579258,1,1,0,11,1/3
19,2.2838948729213087,1,1,2,11,1/3
20,2.643486764036357,1,1,5,11,1/3
21,3.059315383591528,1,1,4,11,1/3
22,3.5400466518378515,1,1,3,11,1/3
23,4.095637947675005,1,1,4,11,1/3
24,4.7375156226092585,1,1,18,11,1/3
25,5.478771708970108,1,1,1,11,1/3
26,6.33438000053745,1,1,6,11,1/3
27,7.321430825005358,1,1,4,11,1/3
28,8.459382582099742,1,1,8,11,1/3
29,9.770326366490245,1,1,8,11,1/3
30,11.279257581852633,1,1,14,11,1/3
31,13.014345204566851,1,1,8,11,1/3
32,15.007185070104057,1,1,8,11,1/3
33,17.293018012746415,1,1,14,11,1/3
34,19.910886671968825,1,1,14,11,1/3
35,22.903696103756005,1,1,7,11,1/3
36,26.31813291018551,1,1,59,11,1/3
37,30.204385510275927,1,1,43,11,1/3
38,34.61559480560541,1,1,18,11,1/3
39,39.60695070481796,1,1,10,11,1/3
40,45.23433731295137,1,1,17,11,1/3
41,51.552420561548786,1,1,46,11,1/3
42,58.612070350215276,1,1,96,11,1/3
43,66.45701996383332,1,1,38,11,1/3
44,75.11969504936292,1,1,101,11,1/3
45,84.61620014351774,1,1,107,11,1/3
46,94.94053987515815,1,1,22,11,1/3
47,106.05827968814481,1,1,339,11,1/3
48,117.9000173429248,1,1,205,11,1/3
49,130.355232708254,1,1,252,11,1/3
50,143.26728753748876,1,1,31,11,1/3
51,156.4305211738847,1,1,89,11,1/3
52,169.5904791751227,1,1,191,11,1/3
53,182.44825755055967,1,1,138,11,1/3
54,194.66968899934773,1,1,144,11,1/3
55,205.89960951129592,1,1,190,11,1/3
56,215.78074504438473,1,1,200,11,1/3
57,223.97593762054157,1,1,440,11,1/3
58,230.19164347582455,1,1,272,11,1/3
59,234.20007689329714,1,1,136,11,1/3
60,235.85722176717172,1,1,52,11,1/3
61,235.11429109534856,1,1,358,11,1/3
62,232.02105906163433,1,1,160,11,1/3
63,226.7206628086683,1,1,162,11,1/3
64,219.43671778318776,1,1,317,11,1/3
65,210.4546388713452,1,1,184,11,1/3
66,200.09970013561997,1,1,149,11,1/3
67,188.71450934431323,1,1,60,11,1/3
68,176.63826081906973,1,1,257,11,1/3
69,164.18950076207148,1,1,89,11,1/3
70,151.65337437350354,1,1,48,11,1/3
71,139.27359120020537,1,1,194,11,1/3
72,127.24876109320667,1,1,131,11,1/3
73,115.73237186805818,1,1,100,11,1/3
74,104.83550043203468,1,1,36,11,1/3
75,94.63133496120645,1,1,79,11,1/3
76,85.16068426588754,1,1,201,11,1/3
77,76.43780974513993,1,1,72,11,1/3
78,68.45609310746386,1,1,76,11,1/3
79,61.19322046349862,1,1,89,11,1/3
80,54.61570433534598,1,1,76,11,1/3
81,48.68267343112984,1,1,60,11,1/3
82,43.34893626352277,1,1,32,11,1/3
83,38.56737315844384,1,1,46,11,1/3
84,34.290737748113315,1,1,25,11,1/3
85,30.472959601462208,1,1,44,11,1/3
86,27.070039439437096,1,1,14,11,1/3
87,24.04062160322792,1,1,19,11,1/3
88,21.346318208367848,1,1,18,11,1/3
89,18.9518478922746,1,1,21,11,1/3
90,16.82504064134082,1,1,27,11,1/3
91,14.936749680495268,1,1,18,11,1/3
92,13.260702226984904,1,1,33,11,1/3
93,11.773313182819038,1,1,5,11,1/3
94,10.453479530214281,1,1,3,11,1/3
95,9.282368172337556,1,1,4,11,1/3
96,8.24320605471803,1,1,20,11,1/3
97,7.3210784282209715,1,1,8,11,1/3
98,6.502738897704148,1,1,6,11,1/3
99,5.776433284932864,1,1,2,11,1/3
100,5.131738186345501,1,1,2,11,1/3
1,0.05618282607253766,1,2,0,11,1/3
2,0.14837856758259327,1,2,0,11,1/3
3,0.22078405019576297,1,2,0,11,1/3
4,0.28475001474402295,1,2,0,11,1/3
5,0.3483702073615331,1,2,0,11,1/3
6,0.41728525183285514,1,2,0,11,1/3
7,0.4956253930584533,1,2,2,11,1/3
8,0.5867653846812115,1,2,0,11,1/3
9,0.6938537871152906,1,2,0,11,1/3
10,0.8201678308417035,1,2,1,11,1/3
11,0.9693566202881456,1,2,2,11,1/3
12,1.1456231256346179,1,2,2,11,1/3
13,1.3538798155526077,1,2,5,11,1/3
14,1.599900398283939,1,2,1,11,1/3
15,1.8904818990568284,1,2,3,11,1/3
16,2.233626390429782,1,2,2,11,1/3
17,2.6387490126548165,1,2,3,11,1/3
18,3.1169175684876826,1,2,5,11,1/3
19,3.681128308731111,1,2,3,11,1/3
20,4.3466221042698585,1,2,3,11,1/3
21,5.131244714980571,1,2,3,11,1/3
22,6.05585405709045,1,2,10,11,1/3
23,7.144775979218181,1,2,15,11,1/3
24,8.426307782373286,1,2,4,11,1/3
25,9.93326518460703,1,2,6,11,1/3
26,11.703563158884563,1,2,6,11,1/3
27,13.780813462780344,1,2,6,11,1/3
28,16.214910998703132,1,2,17,11,1/3
29,19.062566541425795,1,2,18,11,1/3
30,22.387723923899628,1,2,21,11,1/3
31,26.261774607183668,1,2,5,11,1/3
32,30.763451067640602,1,2,31,11,1/3
33,35.97824265114937,1,2,53,11,1/3
34,41.997134746138386,1,2,102,11,1/3
35,48.91442769608648,1,2,28,11,1/3
36,56.82435244840775,1,2,49,11,1/3
37,65.81617678339649,1,2,95,11,1/3
38,75.96750627029508,1,2,46,11,1/3
39,87.33555161465631,1,2,179,11,1/3
40,99.94628808120683,1,2,66,11,1/3
41,113.78170378632353,1,2,58,11,1/3
42,128.76574456876142,1,2,90,11,1/3
43,144.75011339293235,1,2,100,11,1/3
44,161.50172750498314,1,2,112,11,1/3
45,178.69426764345712,1,2,237,11,1/3
46,195.90668575597851,1,2,237,11,1/3
47,212.6315264648308,1,2,448,11,1/3
48,228.29521692951562,1,2,291,11,1/3
49,242.29094561415877,1,2,181,11,1/3
50,254.02246517803178,1,2,234,11,1/3
51,262.9545151936527,1,2,231,11,1/3
52,268.6632544636359,1,2,464,11,1/3
53,270.8789167173086,1,2,253,11,1/3
54,269.51345472758476,1,2,245,11,1/3
55,264.6683118130277,1,2,313,11,1/3
56,256.62112320739834,1,2,427,11,1/3
57,245.7940945860073,1,2,299,11,1/3
58,232.7099303696441,1,2,59,11,1/3
59,217.94271993680195,1,2,201,11,1/3
60,202.07094723385944,1,2,176,11,1/3
61,185.63814088852905,1,2,149,11,1/3
62,169.12432239574628,1,2,109,11,1/3
63,152.92905272222924,1,2,134,11,1/3
64,137.36503062247448,1,2,110,11,1/3
65,122.66007927251576,1,2,207,11,1/3
66,108.96494450089449,1,2,129,11,1/3
67,96.36444458027108,1,2,27,11,1/3
68,84.88994055527746,1,2,52,11,1/3
69,74.53164546371954,1,2,97,11,1/3
70,65.24982605456444,1,2,56,11,1/3
71,56.984397390703634,1,2,26,11,1/3
72,49.662742223603345,1,2,93,11,1/3
73,43.20580687337497,1,2,40,11,1/3
74,37.53265260831813,1,2,60,11,1/3
75,32.563700092215186,1,2,22,11,1/3
76,28.222916901073404,1,2,16,11,1/3
77,24.439182770756815,1,2,22,11,1/3
78,21.14703762366389,1,2,9,11,1/3
79,18.286982617250942,1,2,11,11,1/3
80,15.80547002385265,1,2,14,11,1/3
81,13.654686703109292,1,2,12,11,1/3
82,11.792209571120111,1,2,16,11,1/3
83,10.18059005413943,1,2,3,11,1/3
84,8.786907702774442,1,2,15,11,1/3
85,7.58232032037813,1,2,3,11,1/3
86,6.541628428344666,1,2,6,11,1/3
87,5.642864976302917,1,2,14,11,1/3
88,4.866916310570559,1,2,5,11,1/3
89,4.197177041066425,1,2,2,11,1/3
90,3.619239195103546,1,2,1,11,1/3
91,3.1206146043687113,1,2,4,11,1/3
92,2.6904886023985455,1,2,3,11,1/3
93,2.31950263796989,1,2,2,11,1/3
94,1.9995632063246376,1,2,1,11,1/3
95,1.7236744731926592,1,2,3,11,1/3
96,1.4857920505601214,1,2,0,11,1/3
97,1.2806955332825964,1,2,3,11,1/3
98,1.103877590783668,1,2,2,11,1/3
99,0.9514476079575616,1,2,1,11,1/3
100,0.8200480705654627,1,2,1,11,1/3
1,0.05669676464138651,1,3,0,11,1/3
2,0.1530976590447486,1,3,0,11,1/3
3,0.233061846270745,1,3,0,11,1/3
4,0.3054384802638135,1,3,0,11,1/3
5,0.37760803581691116,1,3,1,11,1/3
6,0.4558294833153278,1,3,0,11,1/3
7,0.545262584713559,1,3,0,11,1/3
8,0.6502904667811822,1,3,0,11,1/3
9,0.774986418247356,1,3,0,11,1/3
10,0.9235562535871678,1,3,0,11,1/3
11,1.1006940641639993,1,3,2,11,1/3
12,1.311859318718973,1,3,1,11,1/3
13,1.5635083977829014,1,3,4,11,1/3
14,1.8633139483961791,1,3,3,11,1/3
15,2.2203973770878527,1,3,8,11,1/3
16,2.6455915989144216,1,3,0,11,1/3
17,3.15174546208873,1,3,3,11,1/3
18,3.7540780415627353,1,3,3,11,1/3
19,4.47058935146233,1,3,4,11,1/3
20,5.322533020455555,1,3,14,11,1/3
21,6.334955331918877,1,3,5,11,1/3
22,7.537303121574105,1,3,4,11,1/3
23,8.964099757300232,1,3,16,11,1/3
24,10.655683139554021,1,3,8,11,1/3
25,12.658991543990425,1,3,20,11,1/3
26,15.02837115681369,1,3,29,11,1/3
27,17.82636206634507,1,3,13,11,1/3
28,21.124395792861534,1,3,27,11,1/3
29,25.00330557163514,1,3,52,11,1/3
30,29.553509090236673,1,3,54,11,1/3
31,34.87467135743054,1,3,65,11,1/3
32,41.07459338652228,1,3,26,11,1/3
33,48.26700361967255,1,3,83,11,1/3
34,56.567861209833495,1,3,33,11,1/3
35,66.08972799629487,1,3,19,11,1/3
36,76.93375333698015,1,3,65,11,1/3
37,89.17887850906578,1,3,76,11,1/3
38,102.8680520993114,1,3,144,11,1/3
39,117.99160777913528,1,3,77,11,1/3
40,134.4685367082701,1,3,54,11,1/3
41,152.12720136375015,1,3,76,11,1/3
42,170.68802900833475,1,3,383,11,1/3
43,189.75172399393887,1,3,372,11,1/3
44,208.79724600135705,1,3,32,11,1/3
45,227.19380123271594,1,3,109,11,1/3
46,244.22996259681622,1,3,344,11,1/3
47,259.1605361483712,1,3,365,11,1/3
48,271.26810745934927,1,3,122,11,1/3
49,279.9320880881005,1,3,184,11,1/3
50,284.6947827119593,1,3,238,11,1/3
51,285.3128481139438,1,3,347,11,1/3
52,281.78434231926076,1,3,288,11,1/3
53,274.3461760496348,1,3,358,11,1/3
54,263.4429003354753,1,3,78,11,1/3
55,249.67350423383505,1,3,277,11,1/3
56,233.72655848578597,1,3,71,11,1/3
57,216.31480399290467,1,3,314,11,1/3
58,198.11841290949906,1,3,24,11,1/3
59,179.74269220835686,1,3,386,11,1/3
60,161.69222255788554,1,3,188,11,1/3
61,144.36032323625022,1,3,129,11,1/3
62,128.03079483618967,1,3,17,11,1/3
63,112.8881306948033,1,3,101,11,1/3
64,99.03252690733916,1,3,47,11,1/3
65,86.49668524517892,1,3,20,11,1/3
66,75.26226157993369,1,3,189,11,1/3
67,65.27463696728137,1,3,89,11,1/3
68,56.45535985918923,1,3,73,11,1/3
69,48.712089036080215,1,3,37,11,1/3
70,41.94617096475213,1,3,48,11,1/3
71,36.058148562217866,1,3,8,11,1/3
72,30.9515619205049,1,3,57,11,1/3
73,26.535401906411607,1,3,25,11,1/3
74,22.72554281786961,1,3,15,11,1/3
75,19.445429978590255,1,3,17,11,1/3
76,16.62624457702441,1,3,22,11,1/3
77,14.206718107831875,1,3,12,11,1/3
78,12.132725698847025,1,3,12,11,1/3
79,10.356752372047595,1,3,12,11,1/3
80,8.837298581046525,1,3,4,11,1/3
81,7.538270260077297,1,3,2,11,1/3
82,6.428382967752441,1,3,4,11,1/3
83,5.48059838638801,1,3,3,11,1/3
84,4.671603443774984,1,3,5,11,1/3
85,3.981336825426297,1,3,0,11,1/3
86,3.3925639766375753,1,3,2,11,1/3
87,2.890499341056966,1,3,5,11,1/3
88,2.462473158680041,1,3,0,11,1/3
89,2.0976393643441043,1,3,0,11,1/3
90,1.7867207803747078,1,3,1,11,1/3
91,1.521787734436657,1,3,0,11,1/3
92,1.2960663514431872,1,3,0,11,1/3
93,1.1037729930876594,1,3,3,11,1/3
94,0.9399716009702388,1,3,0,11,1/3
95,0.8004510056043728,1,3,1,11,1/3
96,0.681619572515956,1,3,0,11,1/3
97,0.5804148546885699,1,3,1,11,1/3
98,0.4942261995656736,1,3,0,11,1/3
99,0.4208285148615687,1,3,0,11,1/3
100,0.3583256288939083,1,3,2,11,1/3
1,0.05681303074688371,1,4,0,11,1/3
2,0.15495793610954767,1,4,0,11,1/3
3,0.23935657486737005,1,4,0,11,1/3
4,0.3172760019829288,1,4,0,11,1/3
5,0.39487262084453323,1,4,0,11,1/3
6,0.47855586495905955,1,4,0,11,1/3
7,0.5743205885969211,1,4,0,11,1/3
8,0.6874170545196301,1,4,0,11,1/3
9,0.8226151691757195,1,4,4,11,1/3
10,0.9847174848390585,1,4,0,11,1/3
11,1.1790526057576294,1,4,0,11,1/3
12,1.411861883455365,1,4,1,11,1/3
13,1.6905994130205855,1,4,1,11,1/3
14,2.0241968411844624,1,4,2,11,1/3
15,2.423338132780838,1,4,1,11,1/3
16,2.9007736461767344,1,4,6,11,1/3
17,3.471690213024221,1,4,1,11,1/3
18,4.154146889512148,1,4,7,11,1/3
19,4.969583046849845,1,4,1,11,1/3
20,5.94340418769065,1,4,2,11,1/3
21,7.1056494970164366,1,4,3,11,1/3
22,8.491742427090742,1,4,2,11,1/3
23,10.143320638527562,1,4,10,11,1/3
24,12.109133428211798,1,4,3,11,1/3
25,14.445982208679865,1,4,13,11,1/3
26,17.219661177586175,1,4,7,11,1/3
27,20.505829204110952,1,4,44,11,1/3
28,24.39070808409619,1,4,18,11,1/3
29,28.97145459973214,1,4,14,11,1/3
30,34.355992701814586,1,4,32,11,1/3
31,40.66201750072585,1,4,9,11,1/3
32,48.014797474166414,1,4,42,11,1/3
33,56.54331352566368,1,4,28,11,1/3
34,66.37419981537408,1,4,53,11,1/3
35,77.6229202592541,1,4,44,11,1/3
36,90.38167017551035,1,4,68,11,1/3
37,104.70369464176576,1,4,161,11,1/3
38,120.58413404850558,1,4,115,11,1/3
39,137.9382070846309,1,4,61,11,1/3
40,156.57854663473836,1,4,31,11,1/3
41,176.19475006027255,1,4,140,11,1/3
42,196.33948044311387,1,4,114,11,1/3
43,216.4263636572266,1,4,230,11,1/3
44,235.74491625293126,1,4,350,11,1/3
45,253.49624875631002,1,4,151,11,1/3
46,268.8500176054695,1,4,496,11,1/3
47,281.0183342969967,1,4,279,11,1/3
48,289.337155768751,1,4,244,11,1/3
49,293.3417807248352,1,4,225,11,1/3
50,292.8221983556605,1,4,250,11,1/3
51,287.8470919018455,1,4,382,11,1/3
52,278.7517444988507,1,4,298,11,1/3
53,266.09297104537563,1,4,290,11,1/3
54,250.58094769901163,1,4,76,11,1/3
55,233.00141142181656,1,4,231,11,1/3
56,214.14149195009304,1,4,271,11,1/3
57,194.72917602818234,1,4,186,11,1/3
58,175.39167882523452,1,4,85,11,1/3
59,156.6334290345667,1,4,83,11,1/3
60,138.8310350420361,1,4,172,11,1/3
61,122.24085029714206,1,4,85,11,1/3
62,107.01440275440109,1,4,80,11,1/3
63,93.21753153319605,1,4,61,11,1/3
64,80.85009523269218,1,4,39,11,1/3
65,69.864207201731,1,4,42,11,1/3
66,60.179893672309845,1,4,58,11,1/3
67,51.697772160472596,1,4,24,11,1/3
68,44.308807264871575,1,4,16,11,1/3
69,37.9014600852297,1,4,41,11,1/3
70,32.36666074263121,1,4,4,11,1/3
71,27.601052283014724,1,4,22,11,1/3
72,23.508919244773097,1,4,39,11,1/3
73,20.003154001905386,1,4,29,11,1/3
74,17.0055468519613,1,4,32,11,1/3
75,14.446622029398895,1,4,11,11,1/3
76,12.26518635348475,1,4,7,11,1/3
77,10.40771169450909,1,4,5,11,1/3
78,8.82763661916124,1,4,7,11,1/3
79,7.484645305030426,1,4,6,11,1/3
80,6.343961624875192,1,4,8,11,1/3
81,5.375681728213749,1,4,8,11,1/3
82,4.554158186432687,1,4,11,11,1/3
83,3.8574417329418793,1,4,4,11,1/3
84,3.2667819565394893,1,4,3,11,1/3
85,2.7661853273993984,1,4,10,11,1/3
86,2.342027148487432,1,4,2,11,1/3
87,1.9827130600069722,1,4,1,11,1/3
88,1.6783853117285616,1,4,4,11,1/3
89,1.4206689656639355,1,4,7,11,1/3
90,1.2024533641288144,1,4,1,11,1/3
91,1.0177045024911422,1,4,2,11,1/3
92,0.8613043181821922,1,4,1,11,1/3
93,0.7289133058229709,1,4,0,11,1/3
94,0.6168532655647141,1,4,0,11,1/3
95,0.5220073713117017,1,4,3,11,1/3
96,0.4417350981029813,1,4,0,11,1/3
97,0.37379986883297533,1,4,0,11,1/3
98,0.31630756827871664,1,4,2,11,1/3
99,0.26765432766569575,1,4,0,11,1/3
100,0.2264822073348114,1,4,2,11,1/3
1,0.05314371792033956,1,1,0,12,1/3
2,0.13300036435750617,1,1,0,12,1/3
3,0.1902348917646315,1,1,0,12,1/3
4,0.23866830620794222,1,1,0,12,1/3
5,0.28571979053824514,1,1,0,12,1/3
6,0.33563246004711655,1,1,0,12,1/3
7,0.3911173464503199,1,1,1,12,1/3
8,0.4541979297485894,1,1,0,12,1/3
9,0.5266516326032002,1,1,1,12,1/3
10,0.6102493065318138,1,1,0,12,1/3
11,0.706894828893061,1,1,0,12,1/3
12,0.8187168783853185,1,1,1,12,1/3
13,0.9481396527537322,1,1,0,12,1/3
14,1.0979465245896396,1,1,2,12,1/3
15,1.2713442147429141,1,1,3,12,1/3
16,1.4720318644781116,1,1,0,12,1/3
17,1.7042778181947753,1,1,1,12,1/3
18,1.9730061806579258,1,1,2,12,1/3
19,2.2838948729213087,1,1,1,12,1/3
20,2.643486764036357,1,1,2,12,1/3
21,3.059315383591528,1,1,6,12,1/3
22,3.5400466518378515,1,1,2,12,1/3
23,4.095637947675005,1,1,5,12,1/3
24,4.7375156226092585,1,1,1,12,1/3
25,5.478771708970108,1,1,4,12,1/3
26,6.33438000053745,1,1,5,12,1/3
27,7.321430825005358,1,1,10,12,1/3
28,8.459382582099742,1,1,18,12,1/3
29,9.770326366490245,1,1,11,12,1/3
30,11.279257581852633,1,1,5,12,1/3
31,13.014345204566851,1,1,5,12,1/3
32,15.007185070104057,1,1,7,12,1/3
33,17.293018012746415,1,1,14,12,1/3
34,19.910886671968825,1,1,14,12,1/3
35,22.903696103756005,1,1,8,12,1/3
36,26.31813291018551,1,1,10,12,1/3
37,30.204385510275927,1,1,21,12,1/3
38,34.61559480560541,1,1,28,12,1/3
39,39.60695070481796,1,1,102,12,1/3
40,45.23433731295137,1,1,47,12,1/3
41,51.552420561548786,1,1,17,12,1/3
42,58.612070350215276,1,1,18,12,1/3
43,66.45701996383332,1,1,24,12,1/3
44,75.11969504936292,1,1,16,12,1/3
45,84.61620014351774,1,1,91,12,1/3
46,94.94053987515815,1,1,52,12,1/3
47,106.05827968814481,1,1,97,12,1/3
48,117.9000173429248,1,1,266,12,1/3
49,130.355232708254,1,1,53,12,1/3
50,143.26728753748876,1,1,182,12,1/3
51,156.4305211738847,1,1,21,12,1/3
52,169.5904791751227,1,1,130,12,1/3
53,182.44825755055967,1,1,81,12,1/3
54,194.66968899934773,1,1,267,12,1/3
55,205.89960951129592,1,1,528,12,1/3
56,215.78074504438473,1,1,217,12,1/3
57,223.97593762054157,1,1,598,12,1/3
58,230.19164347582455,1,1,95,12,1/3
59,234.20007689329714,1,1,121,12,1/3
60,235.85722176717172,1,1,149,12,1/3
61,235.11429109534856,1,1,217,12,1/3
62,232.02105906163433,1,1,631,12,1/3
63,226.7206628086683,1,1,94,12,1/3
64,219.43671778318776,1,1,336,12,1/3
65,210.4546388713452,1,1,40,12,1/3
66,200.09970013561997,1,1,110,12,1/3
67,188.71450934431323,1,1,94,12,1/3
68,176.63826081906973,1,1,53,12,1/3
69,164.18950076207148,1,1,118,12,1/3
70,151.65337437350354,1,1,212,12,1/3
71,139.27359120020537,1,1,107,12,1/3
72,127.24876109320667,1,1,188,12,1/3
73,115.73237186805818,1,1,73,12,1/3
74,104.83550043203468,1,1,225,12,1/3
75,94.63133496120645,1,1,58,12,1/3
76,85.16068426588754,1,1,187,12,1/3
77,76.43780974513993,1,1,179,12,1/3
78,68.45609310746386,1,1,62,12,1/3
79,61.19322046349862,1,1,36,12,1/3
80,54.61570433534598,1,1,74,12,1/3
81,48.68267343112984,1,1,17,12,1/3
82,43.34893626352277,1,1,63,12,1/3
83,38.56737315844384,1,1,27,12,1/3
84,34.290737748113315,1,1,61,12,1/3
85,30.472959601462208,1,1,49,12,1/3
86,27.070039439437096,1,1,14,12,1/3
87,24.04062160322792,1,1,35,12,1/3
88,21.346318208367848,1,1,25,12,1/3
89,18.9518478922746,1,1,19,12,1/3
90,16.82504064134082,1,1,3,12,1/3
91,14.936749680495268,1,1,32,12,1/3
92,13.260702226984904,1,1,10,12,1/3
93,11.773313182819038,1,1,13,12,1/3
94,10.453479530214281,1,1,6,12,1/3
95,9.282368172337556,1,1,14,12,1/3
96,8.24320605471803,1,1,3,12,1/3
97,7.3210784282209715,1,1,14,12,1/3
98,6.502738897704148,1,1,0,12,1/3
99,5.776433284932864,1,1,8,12,1/3
100,5.131738186345501,1,1,3,12,1/3
1,0.05618282607253766,1,2,0,12,1/3
2,0.14837856758259327,1,2,2,12,1/3
3,0.22078405019576297,1,2,1,12,1/3
4,0.28475001474402295,1,2,0,12,1/3
5,0.3483702073615331,1,2,0,12,1/3
6,0.41728525183285514,1,2,0,12,1/3
7,0.4956253930584533,1,2,1,12,1/3
8,0.5867653846812115,1,2,0,12,1/3
9,0.6938537871152906,1,2,0,12,1/3
10,0.8201678308417035,1,2,2,12,1/3
11,0.9693566202881456,1,2,0,12,1/3
12,1.1456231256346179,1,2,1,12,1/3
13,1.3538798155526077,1,2,6,12,1/3
14,1.599900398283939,1,2,5,12,1/3
15,1.8904818990568284,1,2,1,12,1/3
16,2.233626390429782,1,2,3,12,1/3
17,2.6387490126548165,1,2,1,12,1/3
18,3.1169175684876826,1,2,3,12,1/3
19,3.681128308731111,1,2,10,12,1/3
20,4.3466221042698585,1,2,1,12,1/3
21,5.131244714980571,1,2,7,12,1/3
22,6.05585405709045,1,2,2,12,1/3
23,7.144775979218181,1,2,9,12,1/3
24,8.426307782373286,1,2,12,12,1/3
25,9.93326518460703,1,2,11,12,1/3
26,11.703563158884563,1,2,8,12,1/3
27,13.780813462780344,1,2,18,12,1/3
28,16.214910998703132,1,2,9,12,1/3
